census_2010_block_id,sector_id,number_of_jobs,census_block_id
530330060001003,11,5,19550
530330060001004,4,0,52531
530330060001004,5,3,52531
530330060001004,7,-1,52531
530330060001004,8,-48,52531
530330060001004,9,1,52531
530330060001004,11,14,52531
530330060001004,13,76,52531
530330060001005,4,2,19697
530330060001005,7,5,19697
530330060001005,9,0,19697
530330060001005,10,3,19697
530330060001005,11,3,19697
530330060001006,2,6,1674
530330060001006,3,1,1674
530330060001006,4,7,1674
530330060001006,5,1,1674
530330060001006,7,31,1674
530330060001006,9,2,1674
530330060001006,11,5,1674
530330060001007,2,4,52532
530330060001007,7,6,52532
530330060001007,11,23,52532
530330060001008,7,3,13904
530330060001010,5,1,11179
530330060001010,9,1,11179
530330060001011,7,4,7363
530330060001011,8,1,7363
530330060001011,11,4,7363
530330060001012,2,1,22370
530330060001012,3,5,22370
530330060001012,7,2,22370
530330060001012,10,1,22370
530330060001012,11,2,22370
530330060001013,2,5,11305
530330060001013,4,1,11305
530330060001013,5,5,11305
530330060001013,7,5,11305
530330060001013,9,3,11305
530330060001013,11,0,11305
530330060001014,3,1,11178
530330060001014,7,1,11178
530330060001015,2,1,17773
530330060001015,4,2,17773
530330060001015,7,15,17773
530330060001015,9,1,17773
530330060001015,10,2,17773
530330060001015,11,2,17773
530330060001016,10,102,10504
530330060001016,11,3,10504
530330060001017,7,1,8995
530330060001017,11,2,8995
530330060002002,1,80,19554
530330060002002,2,29,19554
530330060002002,4,6,19554
530330060002002,7,82,19554
530330060002002,9,2,19554
530330060002002,11,1,19554
530330060002004,5,2,52536
530330060002004,12,36,52536
530330060002006,2,32,52538
530330060002006,7,31,52538
530330060002007,10,19,10498
530330060002008,2,1,10499
530330060002008,4,1,10499
530330060002008,5,3,10499
530330060002008,7,16,10499
530330060002008,9,74,10499
530330060002008,11,2,10499
530330060002010,4,1,20679
530330060002010,7,1,20679
530330060002010,8,1,20679
530330060002011,2,2,20680
530330060002011,5,1,20680
530330060002011,7,2,20680
530330060002012,2,2,20681
530330060002012,4,1,20681
530330060002012,7,3,20681
530330060002012,11,1,20681
530330060002013,2,2,20684
530330060002013,5,1,20684
530330060002013,11,1,20684
530330060002015,2,1,20686
530330060002015,4,1,20686
530330060002015,7,2,20686
530330060002016,2,1,20687
530330060002016,5,1,20687
530330060002016,7,4,20687
530330060002017,4,2,10500
530330060002017,8,1,10500
530330060002018,7,4,4983
530330060002018,9,120,4983
530330060002018,11,0,4983
530330060002020,1,-16,52541
530330060002020,2,-28,52541
530330060002020,4,-2,52541
530330060002020,7,-53,52541
530330060002023,4,5,10501
530330060002023,11,2,10501
530330060002024,3,2,9024
530330060002024,7,5,9024
530330060002024,11,4,9024
530330060002025,7,1,20688
530330060002025,11,2,20688
530330060002028,7,2,10421
530330060002028,8,2,10421
530330060002028,11,3,10421
530330060002029,10,8,9018
530330060002029,11,6,9018
530330060002031,10,1,9020
530330060002033,7,1,9023
530330060002033,8,68,9023
530330060002033,11,2,9023
530330060002034,11,1,11712
530330060002038,2,2,10503
530330060002038,3,0,10503
530330060002038,7,4,10503
530330060002038,11,5,10503
530330060002039,5,1,10502
530330060002039,8,1,10502
530330060002039,11,3,10502
530330060002040,7,5,9021
530330060002040,11,1,9021
530330060002043,7,1,17769
530330060002043,8,2,17769
530330060002044,7,1,17772
530330060002045,7,2,17770
530330060002045,8,1,17770
530330060002045,11,4,17770
530330060002046,7,2,17771
530330060002046,11,3,17771
530330060002047,7,1,20942
530330060002047,11,0,20942
530330060003000,7,0,20682
530330060003000,9,3,20682
530330060003001,7,3,22714
530330060003002,11,6,22713
530330060003003,9,19,12969
530330060003003,11,1,12969
530330060003004,9,35,52553
530330060003005,11,1,22711
530330060003006,7,1,20683
530330060003006,9,1,20683
530330060003006,11,2,20683
530330060003007,7,1,14111
530330060003007,9,3,14111
530330060003008,5,1,14112
530330060003008,7,5,14112
530330060003008,8,1,14112
530330060003008,9,1,14112
530330060003009,11,2,14113
530330060003010,7,1,22708
530330060003011,2,4,22709
530330060003011,7,2,22709
530330060003011,9,0,22709
530330060003013,7,5,7808
530330060003013,11,4,7808
530330060003015,2,2,22707
530330060003015,7,2,22707
530330060003015,11,1,22707
530330060003016,7,3,14114
530330060003016,8,2,14114
530330060003016,11,2,14114
530330060003017,4,9,14218
530330060003017,7,2,14218
530330060003017,11,2,14218
530330060003018,11,1,14219
530330060003019,4,1,11713
530330060003019,7,3,11713
530330060003020,4,0,14115
530330060003020,7,2,14115
530330060003020,9,1,14115
530330060003020,11,11,14115
530330060003021,7,2,14116
530330060003021,9,46,14116
530330060003021,11,3,14116
530330060003023,7,6,14117
530330060003024,11,7,14118
530330060003025,5,7,14119
530330060003025,7,6,14119
530330060003025,11,2,14119
530330060004004,2,2,10707
530330060004004,5,8,10707
530330060004004,11,1,10707
530330060004005,7,2,10708
530330060004005,11,2,10708
530330060004006,3,0,1615
530330060004006,5,0,1615
530330060004006,7,4,1615
530330060004006,8,13,1615
530330060004006,9,1,1615
530330060004006,10,2,1615
530330060004007,3,11,52557
530330060004007,5,10,52557
530330060004007,10,3,52557
530330060004007,11,0,52557
530330060004008,3,6,10713
530330060004008,4,27,10713
530330060004008,7,192,10713
530330060004008,8,6,10713
530330060004008,9,84,10713
530330060004008,11,102,10713
530330060004009,2,10,10716
530330060004009,7,19,10716
530330060004010,2,88,10718
530330060004010,5,5,10718
530330060004010,7,110,10718
530330060004010,8,3,10718
530330060004011,4,-58,10712
530330060004011,7,17,10712
530330060004011,8,6,10712
530330060004011,9,6,10712
530330060004011,11,12,10712
530330060004011,12,37,10712
530330060004014,4,1,7762
530330060004014,7,6,7762
530330060004014,9,3,7762
530330060004014,11,2,7762
530330060004015,1,19,10711
530330060004015,2,53,10711
530330060004015,3,32,10711
530330060004015,4,6,10711
530330060004015,7,27,10711
530330060004015,8,44,10711
530330060004015,9,8,10711
530330060004015,10,27,10711
530330060004015,11,9,10711
530330060004016,4,61,52559
530330060004016,7,217,52559
530330060004016,8,6,52559
530330060004016,9,-7,52559
530330060004016,11,8,52559
530330060004016,13,32,52559
530330060004017,2,2,10710
530330060004017,4,1,10710
530330060004017,5,1,10710
530330060004017,7,18,10710
530330060004017,8,3,10710
530330060004017,11,7,10710
530330060004018,2,1,10717
530330060004018,3,1,10717
530330060004018,7,4,10717
530330060004018,8,1,10717
530330060004018,9,0,10717
530330060004018,11,1,10717
530330060004019,2,2,10709
530330060004019,7,43,10709
530330060004019,9,3,10709
530330060004019,11,1,10709
530330061001000,7,1,19533
530330061001002,1,17,10660
530330061001002,3,1,10660
530330061001002,7,55,10660
530330061001002,9,1,10660
530330061001002,11,31,10660
530330061001003,3,13,52561
530330061001003,7,13,52561
530330061001003,9,14,52561
530330061001004,4,3,10656
530330061001004,5,7,10656
530330061001004,7,8,10656
530330061001004,8,1,10656
530330061001004,11,2,10656
530330061001005,2,1,19535
530330061001005,8,1,19535
530330061001005,10,1,19535
530330061001005,11,1,19535
530330061001006,7,9,10657
530330061001006,8,1,10657
530330061001006,9,15,10657
530330061001007,2,2,10658
530330061001007,3,14,10658
530330061001007,4,1,10658
530330061001007,5,9,10658
530330061001007,7,267,10658
530330061001007,8,1,10658
530330061001007,10,1,10658
530330061001007,11,8,10658
530330061001007,12,1,10658
530330061001008,4,1,10659
530330061001008,7,32,10659
530330061001008,8,2,10659
530330061001008,9,153,10659
530330061001008,11,6,10659
530330061001009,2,-1,52562
530330061001009,7,-12,52562
530330061001010,2,5,10655
530330061001010,7,27,10655
530330061001011,4,2,10662
530330061001011,7,1,10662
530330061001011,9,1,10662
530330061001011,11,0,10662
530330061001012,7,1,10663
530330061001012,9,2,10663
530330061001012,11,2,10663
530330061001013,1,2,10653
530330061001013,4,1,10653
530330061001013,5,1,10653
530330061001013,7,2,10653
530330061001013,8,1,10653
530330061001013,11,0,10653
530330061001015,2,3,10665
530330061001015,5,26,10665
530330061001015,7,5,10665
530330061001015,11,4,10665
530330061001016,3,1,9245
530330061001016,7,4,9245
530330061001016,11,3,9245
530330061001017,3,1,10652
530330061001017,7,1,10652
530330061001017,11,2,10652
530330061001019,2,8,5486
530330061001019,7,3,5486
530330061001019,11,2,5486
530330061001020,2,0,10651
530330061001020,7,0,10651
530330061001020,11,0,10651
530330061001021,7,1,10650
530330061001021,9,1,10650
530330061001022,4,3,10664
530330061001022,5,-13,10664
530330061001022,8,1,10664
530330061001022,11,1,10664
530330061001023,7,4,10648
530330061001024,3,1,10647
530330061001024,8,1,10647
530330061001024,11,3,10647
530330061001026,11,2,10649
530330061002001,11,2,19532
530330061002002,7,14,11207
530330061002002,11,2,11207
530330061002003,7,1,18291
530330061002003,11,1,18291
530330061002004,2,1,10640
530330061002004,7,1,10640
530330061002005,7,4,10641
530330061002005,9,4,10641
530330061002005,11,2,10641
530330061002007,7,2,10636
530330061002007,9,6,10636
530330061002007,11,1,10636
530330061002009,7,1,10638
530330061002009,9,3,10638
530330061002009,11,1,10638
530330061002010,2,1,10639
530330061002010,7,7,10639
530330061002010,11,9,10639
530330061002012,5,2,10219
530330061002012,7,2,10219
530330061002012,8,3,10219
530330061002012,10,3,10219
530330061002014,12,87,21350
530330061002017,7,10,10221
530330061002017,9,6,10221
530330061002017,10,13,10221
530330061002017,11,12,10221
530330061002019,7,2,10597
530330061002019,11,7,10597
530330061002020,7,6,10595
530330061002020,11,1,10595
530330061002021,2,3,10596
530330061002021,4,18,10596
530330061002021,5,1,10596
530330061002021,7,12,10596
530330061002021,8,8,10596
530330061002021,9,1,10596
530330061002021,11,1,10596
530330061002022,7,7,22651
530330061002022,9,1,22651
530330061002023,5,1,22653
530330061002023,7,2,22653
530330061002024,4,4,22652
530330061002025,7,2,10598
530330061002026,7,5,8088
530330061002026,9,2,8088
530330061002026,11,12,8088
530330061002027,4,1,10220
530330061002027,7,11,10220
530330061002027,8,9,10220
530330061002027,9,2,10220
530330061002027,10,9,10220
530330061002027,11,3,10220
530330061002028,7,2,21349
530330061002029,7,3,10218
530330061002030,7,5,12383
530330061002030,11,1,12383
530330061002031,3,1,20196
530330061002031,7,13,20196
530330061003002,5,33,10668
530330061003002,7,2,10668
530330061003002,9,19,10668
530330061003002,10,40,10668
530330061003002,11,1,10668
530330061003003,2,23,953
530330061003003,7,45,953
530330061003003,9,1,953
530330061003003,10,24,953
530330061003003,11,10,953
530330061003004,2,0,19541
530330061003004,7,-4,19541
530330061003004,10,-2,19541
530330061003004,11,5,19541
530330061003005,4,6,52573
530330061003005,5,0,52573
530330061003005,7,6,52573
530330061003005,9,0,52573
530330061003005,10,4,52573
530330061003005,11,6,52573
530330061003006,1,6,9247
530330061003006,4,7,9247
530330061003006,7,4,9247
530330061003006,9,5,9247
530330061003006,11,5,9247
530330061003010,2,2,10645
530330061003010,5,1,10645
530330061003010,7,76,10645
530330061003010,9,13,10645
530330061003010,10,22,10645
530330061003010,11,84,10645
530330061003013,7,33,10646
530330061003013,11,3,10646
530330061003014,7,3,8586
530330061003014,8,1,8586
530330061003014,9,1,8586
530330061003015,4,1,7815
530330061003015,7,31,7815
530330061003015,8,1,7815
530330061003015,9,14,7815
530330061003015,11,2,7815
530330061003016,5,5,10643
530330061003016,7,2,10643
530330061003016,9,14,10643
530330061003016,11,7,10643
530330061003017,2,26,10644
530330061003017,3,11,10644
530330061003017,4,26,10644
530330061003017,5,36,10644
530330061003017,7,169,10644
530330061003017,8,19,10644
530330061003017,9,17,10644
530330061003017,10,69,10644
530330061003017,11,22,10644
530330061003018,7,-1,10667
530330061003018,9,0,10667
530330061003018,11,1,10667
530330061003019,2,5,10666
530330061003019,4,1,10666
530330061003019,8,1,10666
530330061003020,2,4,19542
530330061003020,3,1,19542
530330061003020,7,5,19542
530330061003020,9,10,19542
530330061003020,11,2,19542
530330061003021,7,25,10632
530330061003021,9,1,10632
530330061003021,11,3,10632
530330061003022,2,2,5488
530330061003022,4,1,5488
530330061003022,7,6,5488
530330061003022,11,2,5488
530330061003026,2,23,10635
530330061003026,7,54,10635
530330061003026,8,5,10635
530330061003026,11,14,10635
530330061004003,9,12,10631
530330061004003,13,72,10631
530330061004005,2,1,10634
530330061004005,3,16,10634
530330061004005,4,19,10634
530330061004005,5,29,10634
530330061004005,7,636,10634
530330061004005,8,10,10634
530330061004005,9,13,10634
530330061004005,10,77,10634
530330061004005,11,21,10634
530330061004006,4,3,11208
530330061004006,7,2,11208
530330061004006,11,1,11208
530330061004007,4,4,11210
530330061004007,5,17,11210
530330061004007,7,12,11210
530330061004007,8,3,11210
530330061004007,11,3,11210
530330061004008,2,15,13142
530330061004008,3,1,13142
530330061004008,4,29,13142
530330061004008,7,14,13142
530330061004008,8,32,13142
530330061004008,11,10,13142
530330061004009,11,2,19543
530330061004012,2,1,11209
530330061004012,4,1,11209
530330061004012,7,3,11209
530330061004012,9,1,11209
530330061004012,11,25,11209
530330061004013,2,11,15255
530330061004013,3,6,15255
530330061004013,4,6,15255
530330061004013,5,36,15255
530330061004013,7,165,15255
530330061004013,8,3,15255
530330061004013,9,68,15255
530330061004013,10,27,15255
530330061004013,11,35,15255
530330061004014,2,1,5487
530330061004014,4,1,5487
530330061004014,7,15,5487
530330061004014,8,1,5487
530330061004014,11,6,5487
530330062001004,11,2,21449
530330062001008,11,127,19611
530330062001010,2,1,21446
530330062001010,4,4,21446
530330062001010,7,1,21446
530330062001010,9,1,21446
530330062001010,11,3,21446
530330062001011,7,0,21448
530330062001011,8,1,21448
530330062001011,9,2,21448
530330062001011,11,4,21448
530330062001018,11,5,26206
530330062001019,11,-57,14782
530330062001028,11,4,14781
530330062001032,4,1,22641
530330062001033,7,30,22632
530330062001033,9,1,22632
530330062001033,11,0,22632
530330062001034,7,22,1529
530330062001034,9,2,1529
530330062001034,11,1,1529
530330062001035,2,2,26207
530330062001035,5,1,26207
530330062001035,11,2,26207
530330062001037,2,4,17923
530330062001037,7,2,17923
530330062001037,9,0,17923
530330062001038,4,1,26113
530330062001038,7,1,26113
530330062001039,7,1,22642
530330062001039,9,1,22642
530330062001039,11,2,22642
530330062001040,7,2,22640
530330062001041,7,7,22639
530330062001041,9,1,22639
530330062001041,11,3,22639
530330062001042,4,1,22633
530330062001042,7,2,22633
530330062001042,11,0,22633
530330062001043,7,5,26214
530330062001044,5,4,22643
530330062001044,7,3,22643
530330062001044,9,1,22643
530330062001044,11,15,22643
530330062001044,12,8,22643
530330062001045,7,2,26110
530330062001045,9,3,26110
530330062001045,11,1,26110
530330062001046,2,3,26112
530330062001046,7,2,26112
530330062001046,9,1,26112
530330062001046,11,2,26112
530330062001047,11,2,52602
530330062001048,11,11,11593
530330062001048,12,6,11593
530330062001050,7,1,52604
530330062001050,12,8,52604
530330062001053,1,-5,1481
530330062001053,2,0,1481
530330062001053,4,0,1481
530330062001053,7,-11,1481
530330062001053,9,28,1481
530330062001053,10,1,1481
530330062001053,11,36,1481
530330062001053,12,35,1481
530330062001056,3,10,1074
530330062001056,7,0,1074
530330062001057,7,1,17928
530330062001057,8,1,17928
530330062001058,7,4,17926
530330062001058,11,1,17926
530330062001059,7,4,17925
530330062001059,9,1,17925
530330062001059,11,8,17925
530330062001060,7,2,26111
530330062001060,11,1,26111
530330062001061,3,1,17924
530330062001061,7,5,17924
530330062001061,9,2,17924
530330062001061,11,1,17924
530330062001068,3,1,17929
530330062001068,7,2,17929
530330062001068,11,1,17929
530330062002000,11,82,19557
530330062002001,4,1,21444
530330062002001,7,4,21444
530330062002001,8,39,21444
530330062002001,11,4,21444
530330062002003,3,1,21445
530330062002003,4,2,21445
530330062002003,5,1,21445
530330062002003,7,3,21445
530330062002003,11,1,21445
530330062002011,1,2,26215
530330062002011,5,30,26215
530330062002012,5,5,52618
530330062002014,7,5,26208
530330062002014,9,1,26208
530330062002014,11,2,26208
530330062002015,7,1,26210
530330062002015,11,1,26210
530330062002016,9,6,22650
530330062002016,11,1,22650
530330062002016,12,7,22650
530330062002017,5,5,26211
530330062002017,7,4,26211
530330062002019,7,2,11795
530330062002019,8,1,11795
530330062002019,11,30,11795
530330062002020,7,2,22635
530330062002021,7,1,26212
530330062002023,4,2,22634
530330062002023,7,2,22634
530330062002024,7,2,22638
530330062002024,11,3,22638
530330062002025,9,6,22637
530330062002025,13,44,22637
530330062002026,5,1,22636
530330062002026,7,4,22636
530330062002026,11,4,22636
530330062002027,7,4,22647
530330062002027,11,3,22647
530330062002028,3,1,22649
530330062002028,7,4,22649
530330062002028,11,1,22649
530330062002029,11,3,22648
530330062002030,4,1,10153
530330062002030,5,1,10153
530330062002030,7,5,10153
530330062002030,8,2,10153
530330062002030,9,10,10153
530330062002030,11,4,10153
530330062002031,7,24,26124
530330062002031,11,5,26124
530330062002032,7,3,26123
530330062002032,10,2,26123
530330062002033,3,1,22646
530330062002033,5,1,22646
530330062002033,7,8,22646
530330062002033,9,1,22646
530330062002033,11,2,22646
530330062002034,7,1,22645
530330062002034,11,1,22645
530330062002035,7,34,22644
530330062002035,10,36,22644
530330062002036,4,1,26120
530330062002036,5,15,26120
530330062002036,7,11,26120
530330062002036,8,1,26120
530330062002036,11,1,26120
530330062002038,7,3,26122
530330062002038,11,1,26122
530330062002039,1,1,26127
530330062002039,11,1,26127
530330062002040,7,3,26126
530330062002040,9,67,26126
530330062002040,11,2,26126
530330062002041,7,2,26125
530330062002041,11,4,26125
530330062002042,7,6,52621
530330062003000,7,7,5485
530330062003000,9,1,5485
530330062003000,11,3,5485
530330062003001,4,3,6133
530330062003001,5,1,6133
530330062003001,7,4,6133
530330062003001,8,60,6133
530330062003001,9,2,6133
530330062003001,11,8,6133
530330062003002,9,1,7314
530330062003004,7,3,7313
530330062003004,8,1,7313
530330062003004,11,2,7313
530330062003005,7,10,6134
530330062003005,11,1,6134
530330062003007,7,3,7312
530330062003007,11,17,7312
530330062003008,7,2,7315
530330062003008,10,16,7315
530330062003008,11,1,7315
530330062003010,7,1,17935
530330062003011,7,6,17934
530330062003011,8,9,17934
530330062003011,9,0,17934
530330062003011,11,1,17934
530330062003012,7,0,11778
530330062003012,8,1,11778
530330062003012,11,2,11778
530330062003014,7,2,11779
530330062003015,7,7,17931
530330062003016,7,2,17933
530330062003016,8,1,17933
530330062003016,11,1,17933
530330062003017,7,1,17932
530330062003017,11,1,17932
530330062003018,7,2,17930
530330062003019,2,1,11592
530330062003019,7,4,11592
530330062003019,11,3,11592
530330063001003,5,1,19320
530330063001003,7,186,19320
530330063001003,11,3,19320
530330063001004,7,44,20142
530330063001004,9,1,20142
530330063001004,11,1,20142
530330063001008,4,0,19592
530330063001008,5,21,19592
530330063001008,7,14,19592
530330063001008,11,12,19592
530330063001009,7,1,11792
530330063001009,11,2,11792
530330063001010,2,2,12318
530330063001010,5,1,12318
530330063001010,7,3,12318
530330063001010,8,1,12318
530330063001010,11,1,12318
530330063001011,1,7,12161
530330063001011,4,4,12161
530330063001011,5,1,12161
530330063001012,2,7,20924
530330063001012,3,9,20924
530330063001012,4,1,20924
530330063001012,5,24,20924
530330063001012,7,1,20924
530330063001012,9,3,20924
530330063001012,10,61,20924
530330063001012,11,22,20924
530330063001013,7,8,7931
530330063001013,11,2,7931
530330063001014,5,1,20139
530330063001014,7,5,20139
530330063001014,11,6,20139
530330063001015,7,4,20140
530330063001015,9,1,20140
530330063001015,11,2,20140
530330063001016,3,2,52627
530330063001016,4,0,52627
530330063001016,7,3,52627
530330063001016,8,1,52627
530330063001016,11,1,52627
530330063001017,2,4,20141
530330063001017,7,4,20141
530330063001017,8,1,20141
530330063001017,9,2,20141
530330063001018,2,9,20138
530330063001018,4,1,20138
530330063001018,7,3,20138
530330063001018,11,1,20138
530330063001019,5,21,20136
530330063001019,7,36,20136
530330063001019,9,16,20136
530330063001019,10,23,20136
530330063001019,11,9,20136
530330063002000,11,1,12162
530330063002002,9,95,19593
530330063002002,11,19,19593
530330063002003,5,0,52628
530330063002003,7,0,52628
530330063002003,8,1,52628
530330063002003,9,12,52628
530330063002003,11,-5,52628
530330063002004,7,148,20923
530330063002004,9,2,20923
530330063002004,10,19,20923
530330063002004,11,1,20923
530330063002005,7,-63,52629
530330063002005,9,0,52629
530330063002005,10,0,52629
530330063002005,11,1,52629
530330063002006,2,4,20916
530330063002006,3,39,20916
530330063002006,4,1,20916
530330063002006,7,49,20916
530330063002006,8,1,20916
530330063002006,9,9,20916
530330063002006,10,8,20916
530330063002006,11,5,20916
530330063002007,7,4,20915
530330063002007,8,1,20915
530330063002007,9,-1,20915
530330063002007,11,2,20915
530330063002008,7,15,20914
530330063002008,9,12,20914
530330063002008,10,1,20914
530330063002008,11,13,20914
530330063002009,11,2,20909
530330063002010,7,2,20907
530330063002010,11,2,20907
530330063002011,9,2,20906
530330063002012,7,3,20925
530330063002012,11,1,20925
530330063002013,2,4,20309
530330063002013,11,3,20309
530330063002014,11,3,20881
530330063002015,7,1,20882
530330063002015,9,2,20882
530330063002017,11,3,20887
530330063002020,7,1,20888
530330063002020,9,2,20888
530330063002020,11,8,20888
530330063002021,7,1,20889
530330063002021,11,1,20889
530330063002022,7,2,20880
530330063002023,5,1,20879
530330063002023,7,8,20879
530330063002023,11,8,20879
530330063002024,8,1,26749
530330063002025,7,1,20892
530330063002025,8,1,20892
530330063002025,11,1,20892
530330063002026,11,0,20891
530330063002027,3,1,20893
530330063002027,4,2,20893
530330063002027,5,11,20893
530330063002027,7,12,20893
530330063002027,10,1,20893
530330063002027,11,5,20893
530330063002028,11,2,26748
530330063002030,11,1,19596
530330063002031,7,1,19595
530330063002032,3,2,20890
530330063002033,11,149,19597
530330063002035,5,0,20894
530330063002035,7,2,20894
530330063002035,11,2,20894
530330063003000,2,2,7238
530330063003000,4,1,7238
530330063003000,7,1,7238
530330063003000,8,1,7238
530330063003002,3,1,7237
530330063003002,4,1,7237
530330063003002,7,10,7237
530330063003002,9,2,7237
530330063003002,11,6,7237
530330063003003,3,1,7228
530330063003003,7,2,7228
530330063003003,8,2,7228
530330063003005,7,10,7231
530330063003005,8,7,7231
530330063003006,1,3,7232
530330063003006,2,1,7232
530330063003006,7,1,7232
530330063003007,5,1,7227
530330063003007,7,2,7227
530330063003007,9,2,7227
530330063003008,9,1,7230
530330063003008,11,5,7230
530330063003009,11,2,7233
530330063003010,11,1,5611
530330063003011,7,4,20922
530330063003013,5,1,20919
530330063003013,11,2,20919
530330063003014,7,9,20917
530330063003015,7,3,20913
530330063003015,11,3,20913
530330063003016,7,2,13661
530330063003017,7,1,5612
530330063003018,2,9,20137
530330063003018,4,4,20137
530330063003018,5,48,20137
530330063003018,7,77,20137
530330063003018,8,3,20137
530330063003018,9,11,20137
530330063003018,10,17,20137
530330063003018,11,1,20137
530330063003020,4,3,20910
530330063003021,11,1,20885
530330063003022,5,1,20911
530330063003022,11,1,20911
530330063003024,11,1,52632
530330063004000,5,14,5755
530330063004000,7,9,5755
530330063004000,11,90,5755
530330063004001,11,2,5756
530330063004002,3,15,5761
530330063004002,5,1,5761
530330063004002,7,4,5761
530330063004002,11,2,5761
530330063004003,7,2,5757
530330063004003,11,1,5757
530330063004005,11,15,5759
530330063004006,11,3,5758
530330063004007,1,1,5762
530330063004007,7,4,5762
530330063004007,11,2,5762
530330063004008,7,0,5760
530330063004008,11,10,5760
530330063004012,7,1,20321
530330063004012,9,1,20321
530330063004012,11,1,20321
530330063004014,7,2,5763
530330063004015,7,1,20932
530330063004015,8,1,20932
530330063004015,9,2,20932
530330063004016,7,1,20933
530330063004016,8,1,20933
530330063004017,4,1,20931
530330063004017,5,1,20931
530330063004017,7,9,20931
530330063004017,9,34,20931
530330063004017,10,25,20931
530330063004017,11,41,20931
530330063004018,11,2,26747
530330063004019,1,1,26746
530330063004019,11,2,26746
530330063004020,5,1,20322
530330063004020,7,5,20322
530330063004020,11,13,20322
530330063004021,2,2,20930
530330063004021,4,21,20930
530330063004021,5,13,20930
530330063004021,7,11,20930
530330063004021,8,7,20930
530330063004021,9,12,20930
530330063004021,10,4,20930
530330063004021,11,40,20930
530330063004021,12,18,20930
530330063004022,5,6,52635
530330063004023,11,6,26743
530330063004024,5,1,26744
530330063004024,7,1,26744
530330063004024,11,8,26744
530330063004025,7,1,26745
530330063004025,11,2,26745
530330063004026,13,44,20912
530330063004027,11,5,22412
530330064001000,2,1,16208
530330064001000,3,1,16208
530330064001000,7,1,16208
530330064001000,11,1,16208
530330064001001,9,1,16202
530330064001001,11,1,16202
530330064001002,7,5,7294
530330064001003,11,4,7293
530330064001004,7,2,16203
530330064001004,9,1,16203
530330064001004,11,5,16203
530330064001005,7,3,16207
530330064001006,7,2,16206
530330064001006,11,4,16206
530330064001007,7,1,16204
530330064001007,11,2,16204
530330064001008,7,5,16205
530330064001008,9,1,16205
530330064001009,7,14,7311
530330064001009,11,2,7311
530330064001010,3,3,20297
530330064001010,7,4,20297
530330064001010,11,3,20297
530330064001011,7,3,20296
530330064001012,7,1,20298
530330064001013,7,6,20299
530330064001015,11,3,20936
530330064001016,8,4,20302
530330064001016,9,1,20302
530330064001016,11,1,20302
530330064001017,3,0,20301
530330064001017,4,1,20301
530330064001017,7,3,20301
530330064001017,9,3,20301
530330064001017,10,0,20301
530330064001017,11,1,20301
530330064001018,7,2,7309
530330064001018,11,4,7309
530330064001019,7,1,7310
530330064001019,8,1,7310
530330064001019,11,0,7310
530330064001020,2,1,20300
530330064001020,7,3,20300
530330064001020,11,4,20300
530330064001021,5,1,20303
530330064001021,7,2,20303
530330064001021,9,2,20303
530330064001021,11,1,20303
530330064001022,2,1,20937
530330064001022,8,1,20937
530330064001022,11,1,20937
530330064001023,11,1,7308
530330064001024,2,6,20304
530330064001024,3,1,20304
530330064001024,7,8,20304
530330064001024,8,2,20304
530330064001024,9,0,20304
530330064001024,11,3,20304
530330064002000,2,8,7285
530330064002000,7,3,7285
530330064002000,8,2,7285
530330064002000,9,1,7285
530330064002000,11,3,7285
530330064002001,7,6,7284
530330064002001,11,5,7284
530330064002002,7,3,7283
530330064002002,8,1,7283
530330064002002,9,1,7283
530330064002002,11,9,7283
530330064002003,5,1,7282
530330064002003,7,3,7282
530330064002003,8,1,7282
530330064002003,10,5,7282
530330064002003,11,0,7282
530330064002004,7,4,7281
530330064002004,8,1,7281
530330064002004,11,2,7281
530330064002005,5,1,7280
530330064002005,7,2,7280
530330064002005,9,2,7280
530330064002005,11,5,7280
530330064002006,7,4,7267
530330064002006,8,1,7267
530330064002006,11,8,7267
530330064002007,3,3,7266
530330064002007,4,1,7266
530330064002007,7,1,7266
530330064002007,9,2,7266
530330064002007,11,5,7266
530330064002008,4,1,7261
530330064002008,7,1,7261
530330064002008,11,2,7261
530330064002009,7,3,7262
530330064002009,9,5,7262
530330064002009,11,7,7262
530330064002010,7,9,7265
530330064002010,8,1,7265
530330064002011,7,5,7268
530330064002011,8,1,7268
530330064002011,11,7,7268
530330064003000,7,2,7295
530330064003001,2,11,7289
530330064003001,8,1,7289
530330064003001,9,2,7289
530330064003003,7,3,7287
530330064003003,11,2,7287
530330064003004,7,2,7286
530330064003004,9,12,7286
530330064003004,13,72,7286
530330064003005,3,1,7279
530330064003005,7,13,7279
530330064003005,9,1,7279
530330064003005,11,3,7279
530330064003006,2,21,7292
530330064003006,3,15,7292
530330064003006,7,22,7292
530330064003006,9,3,7292
530330064003006,10,11,7292
530330064003006,11,6,7292
530330064003007,3,14,7291
530330064003007,7,4,7291
530330064003007,8,1,7291
530330064003007,11,3,7291
530330064003008,2,7,7290
530330064003008,4,5,7290
530330064003008,5,8,7290
530330064003008,7,2,7290
530330064003008,8,1,7290
530330064003008,11,1,7290
530330064003009,10,11,7296
530330064003009,11,2,7296
530330064003010,7,2,7300
530330064003010,11,3,7300
530330064003011,5,1,7299
530330064003011,7,3,7299
530330064003011,11,1,7299
530330064003012,5,1,7298
530330064003012,8,1,7298
